split,NOC,Year,total_actual,gold_actual,total_pred,gold_pred,total_pred_10_90_lo,total_pred_10_90_hi,gold_pred_10_90_lo,gold_pred_10_90_hi,total_pred_2_97_lo,total_pred_2_97_hi,gold_pred_2_97_lo,gold_pred_2_97_hi
2016->2020,UKR,2020,19.0,1.0,11.313924324849614,2.6719757898892764,3.0,22.0,0.0,6.0,1.0,32.0,0.0,9.0
2016->2020,URU,2020,0.0,0.0,0.1988566190531905,0.06733063770338861,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,USA,2020,113.0,39.0,136.86072585559964,52.87053422304253,43.0,260.0,16.0,104.0,21.0,369.02499999999964,7.0,147.0
2016->2020,UZB,2020,5.0,3.0,4.05196576639056,0.9598932080701619,1.0,9.0,0.0,3.0,0.0,12.0,0.0,4.0
2016->2020,VAN,2020,0.0,0.0,0.07064616210326839,0.022611415501185964,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,VEN,2020,4.0,1.0,1.2422392892563856,0.28589107790900536,0.0,3.0,0.0,1.0,0.0,5.0,0.0,2.0
2016->2020,VIE,2020,0.0,0.0,0.5116178662471828,0.1438448851591788,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0
2016->2020,VIN,2020,0.0,0.0,0.06996331843160508,0.022509152896681,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016->2020,YEM,2020,0.0,0.0,0.10790106994575377,0.03552331071465488,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2016->2020,ZAM,2020,0.0,0.0,0.5578753306013603,0.2003947505698752,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0
2016->2020,ZIM,2020,0.0,0.0,0.1243500562348484,0.034304879012470285,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
